InitialSeparationM,OvertakingSpeedMPS,OncomingSpeedMPS,VehicleBeingOvertakenSpeedMPS,WindSpeedMPS,FrictionCoefficient,RoadCondition,Success
133.7,33.8,3.5,16.3,4.2,0.53,Wet,True
156.4,43.4,9.5,21.0,9.3,0.88,Wet,True
139.3,25.2,6.9,18.0,1.2,0.91,Wet,True
52.3,25.5,19.1,19.2,6.6,0.55,Dry,True
79.2,31.3,7.2,17.2,3.3,0.74,Wet,True
103.3,42.0,29.0,23.5,4.2,0.73,Wet,True
163.7,38.6,8.5,16.1,1.6,0.96,Wet,True
86.2,35.3,13.3,23.5,8.2,0.70,Dry,True
92.5,30.7,12.6,18.0,7.8,0.90,Dry,False
198.1,31.4,24.3,17.4,2.0,0.77,Dry,False
117.2,44.3,15.3,16.9,4.5,0.56,Wet,False
93.8,31.1,21.9,15.1,6.7,0.74,Wet,True
121.9,35.8,22.7,24.2,2.6,0.75,Wet,True
160.2,39.2,20.9,24.4,8.1,0.54,Wet,True
65.6,25.5,22.6,19.5,5.6,0.64,Dry,False
89.9,26.2,20.2,16.1,1.2,0.50,Dry,False
127.1,32.4,14.3,24.5,6.7,0.65,Wet,True
181.0,30.3,13.5,22.9,0.8,0.89,Dry,True
98.4,42.0,3.8,19.4,0.2,0.63,Dry,True
176.4,38.8,15.5,21.9,4.8,0.57,Wet,False
64.5,29.6,24.2,15.0,2.8,0.57,Dry,True
157.1,40.8,8.4,16.1,3.4,0.77,Dry,False
198.9,43.2,25.4,16.6,1.9,0.57,Wet,True
197.5,35.1,15.3,23.9,9.3,0.83,Wet,False
170.8,26.2,15.8,15.9,2.5,0.66,Dry,True
58.1,42.5,25.4,17.1,2.3,0.96,Wet,True
116.3,38.0,9.8,17.5,5.3,0.70,Wet,True
119.5,30.2,8.8,20.3,7.6,0.79,Wet,True
162.7,35.6,0.0,21.1,1.7,0.76,Dry,True
140.7,32.2,15.7,15.4,7.1,0.80,Dry,True
131.8,27.9,2.2,20.9,7.8,0.96,Dry,True
160.8,31.8,24.8,20.5,7.1,0.56,Wet,True
189.9,28.4,20.1,22.5,5.9,0.83,Wet,True
164.7,25.2,0.1,20.9,4.2,0.64,Dry,False
91.1,34.8,16.1,20.3,2.5,0.91,Dry,True
152.9,32.3,25.4,15.6,7.7,0.81,Dry,False
195.0,29.2,17.5,23.5,4.5,0.73,Dry,True
153.4,42.1,13.6,21.2,1.0,0.55,Dry,True
83.8,25.0,19.0,19.9,3.6,0.92,Dry,False
136.9,41.0,11.7,20.3,0.6,0.55,Wet,True
130.4,32.8,1.6,15.3,8.8,0.62,Wet,True
62.8,41.0,10.8,20.4,4.0,0.87,Wet,False
126.2,28.4,21.4,19.6,1.2,0.64,Wet,True
179.4,44.5,28.8,22.8,9.3,0.54,Dry,False
52.2,30.3,17.7,18.9,6.8,0.91,Dry,True
109.5,29.0,4.2,19.0,8.5,0.53,Wet,True
159.0,36.0,25.4,23.7,6.6,0.69,Wet,True
55.1,39.3,13.6,20.2,1.1,0.75,Wet,True
122.2,35.2,0.5,23.1,5.0,0.89,Dry,True
58.2,30.6,5.7,17.5,5.1,0.76,Dry,False
61.3,33.9,26.5,16.0,7.6,0.80,Wet,False
93.5,33.6,11.1,19.4,4.5,0.84,Dry,True
98.8,44.7,16.7,17.6,2.9,0.51,Dry,False
148.6,34.8,13.1,19.4,5.6,0.76,Dry,True
125.9,43.7,3.1,15.7,6.1,0.72,Wet,True
76.6,39.5,21.2,24.7,4.2,0.87,Dry,False
94.3,44.7,13.3,15.6,0.4,0.78,Dry,True
57.0,27.1,6.2,19.9,5.7,0.81,Dry,True
181.4,27.4,5.2,22.7,8.4,0.77,Wet,True
108.1,36.9,23.7,19.3,8.5,0.65,Wet,False
185.8,38.6,21.4,18.6,8.4,0.77,Wet,True
75.4,25.9,22.5,17.5,1.2,0.51,Wet,True
76.0,31.7,21.8,24.8,9.5,0.90,Wet,True
57.1,25.9,20.7,22.8,0.5,0.81,Wet,True
111.7,33.1,16.8,16.6,2.0,0.91,Wet,True
65.5,42.2,17.9,17.2,7.5,0.90,Dry,True
109.3,27.6,5.2,20.9,9.3,0.76,Dry,True
74.9,39.6,10.2,15.1,8.0,0.56,Dry,True
126.1,33.3,13.6,19.7,5.2,0.73,Wet,True
133.4,33.5,16.9,18.4,5.9,0.56,Dry,True
147.5,29.2,23.1,21.2,0.1,0.84,Dry,False
141.4,34.2,29.2,22.8,6.4,0.74,Dry,True
77.3,38.7,29.0,21.2,3.6,0.61,Dry,False
99.3,37.1,24.6,16.6,4.7,0.73,Wet,True
149.3,34.6,28.8,23.4,4.4,0.99,Wet,True
176.0,28.4,18.6,16.0,7.2,0.94,Wet,True
141.4,28.4,17.0,17.7,4.3,0.79,Wet,True
108.5,34.8,28.9,18.9,7.4,0.85,Dry,False
126.3,31.7,29.2,16.9,3.4,0.53,Wet,True
69.7,38.7,18.6,16.6,7.5,0.81,Wet,False
124.2,42.5,26.6,16.1,0.8,0.86,Wet,False
55.1,42.9,15.7,15.8,5.6,0.72,Dry,True
91.8,28.6,21.2,23.4,9.0,0.94,Wet,True
158.4,30.9,20.9,22.2,7.8,0.53,Dry,False
119.4,26.0,22.4,21.6,1.1,0.84,Dry,False
162.3,40.8,28.1,22.7,3.0,0.77,Dry,False
187.7,35.4,18.7,24.0,9.7,0.66,Wet,True
186.4,25.8,13.3,20.1,0.9,0.68,Wet,True
100.5,30.5,23.4,21.9,5.9,0.67,Wet,True
52.5,40.9,6.9,22.5,6.6,0.75,Dry,False
100.0,37.2,12.2,16.1,6.6,0.83,Dry,True
64.0,33.4,3.6,15.9,1.4,0.73,Wet,True
142.6,43.0,8.4,24.0,2.6,0.90,Dry,True
61.9,34.0,0.7,24.0,3.4,0.97,Dry,True
175.3,38.2,23.4,15.7,5.8,0.57,Dry,False
57.8,27.6,8.3,19.0,5.9,0.70,Wet,True
168.5,39.7,25.7,22.3,7.3,0.72,Wet,True
162.8,31.1,18.7,23.7,2.7,0.65,Wet,True
128.0,26.2,27.3,24.3,2.4,0.69,Wet,True
102.4,38.8,12.7,24.7,9.7,0.85,Dry,False
153.7,42.9,7.1,22.7,8.6,0.57,Wet,False
65.4,44.8,26.7,17.6,9.0,0.99,Wet,False
127.2,45.0,18.2,20.3,4.1,0.90,Dry,False
63.3,40.8,3.6,21.3,1.9,0.91,Wet,True
125.8,38.7,27.2,20.1,9.0,0.88,Dry,False
123.6,31.6,12.7,19.6,7.6,0.58,Wet,False
78.0,45.0,19.7,21.3,5.7,0.84,Wet,True
61.7,35.2,19.8,19.4,1.2,0.88,Wet,False
54.8,38.8,9.8,21.1,5.6,0.83,Dry,True
63.7,32.2,1.3,23.5,8.4,0.63,Dry,True
135.6,38.6,5.8,15.9,3.9,0.92,Wet,True
150.8,33.3,1.5,17.7,7.3,0.89,Dry,True
67.0,43.1,7.3,19.9,9.2,0.51,Dry,True
58.8,40.5,29.5,16.8,7.1,0.98,Dry,False
58.9,44.5,10.7,17.7,6.5,0.90,Wet,True
102.3,32.6,15.4,23.5,6.7,0.55,Dry,True
112.3,39.0,29.8,19.3,9.5,0.87,Dry,False
68.0,31.0,4.1,24.5,5.6,0.92,Dry,True
167.8,39.7,20.2,24.5,4.4,0.78,Wet,False
178.4,27.9,2.2,23.5,7.7,0.56,Wet,True
173.8,37.4,9.3,21.5,5.2,0.74,Wet,True
133.1,37.6,4.6,19.1,1.3,0.86,Wet,True
124.3,41.9,7.1,20.0,6.9,0.79,Wet,True
132.5,39.3,0.3,23.7,5.1,0.95,Dry,False
188.5,37.6,4.1,16.5,4.2,0.76,Wet,False
121.9,41.2,23.3,19.5,4.3,0.89,Dry,False
179.4,34.2,9.6,23.4,3.3,0.53,Wet,True
197.5,39.4,6.4,23.2,0.2,0.88,Dry,True
156.1,25.6,12.0,16.8,4.5,0.50,Dry,True
90.5,28.9,14.5,18.8,5.4,0.80,Dry,True
147.9,27.9,26.5,17.5,6.9,0.83,Wet,True
153.2,30.0,29.6,16.3,7.2,0.52,Wet,True
172.9,28.5,13.6,18.5,0.1,0.72,Wet,True
98.1,44.7,10.3,20.1,1.7,0.93,Wet,True
132.3,26.5,4.0,18.8,4.6,0.77,Wet,False
122.0,38.4,16.7,17.2,3.2,0.84,Wet,True
60.1,41.8,5.6,19.2,6.3,0.72,Wet,True
62.8,37.9,24.4,23.1,1.8,0.87,Wet,True
146.8,38.7,23.1,18.5,5.9,0.97,Wet,True
150.8,28.5,6.2,23.1,3.5,0.94,Wet,True
78.4,40.6,19.6,18.6,8.2,0.57,Wet,False
95.7,44.0,7.8,23.9,6.0,0.55,Wet,True
118.3,27.2,7.7,24.2,1.2,0.53,Wet,True
168.1,25.8,24.0,16.7,1.0,0.52,Dry,False
101.5,44.7,15.6,16.8,5.5,0.59,Wet,True
166.9,31.4,27.7,21.2,8.6,0.58,Dry,True
71.6,30.1,5.8,20.0,6.5,0.58,Dry,True
135.1,44.0,27.7,21.9,5.8,0.96,Dry,False
165.2,41.7,20.8,15.8,2.4,0.87,Dry,False
54.8,37.5,17.9,15.2,2.8,0.98,Wet,True
74.1,27.7,23.9,24.7,1.4,0.96,Wet,True
110.5,33.6,0.6,24.7,2.2,0.82,Wet,False
101.5,33.6,17.6,20.7,9.5,0.86,Dry,True
136.7,44.5,21.8,20.3,8.2,0.87,Wet,True
150.6,25.4,24.7,18.2,0.2,0.96,Dry,False
160.6,30.6,13.9,20.2,7.7,0.69,Wet,True
168.9,30.9,14.7,24.4,2.1,0.73,Dry,True
146.9,29.6,0.6,18.3,3.5,0.63,Wet,True
165.8,33.2,1.5,21.6,0.9,0.63,Wet,True
197.2,30.2,17.3,17.6,6.4,0.72,Dry,False
106.9,28.1,29.0,15.2,2.2,0.64,Dry,False
80.8,35.9,28.5,22.6,5.1,0.50,Wet,True
195.0,31.2,20.9,22.4,3.0,0.92,Dry,True
165.9,31.7,21.9,16.2,9.3,0.87,Wet,True
72.2,32.4,29.4,22.3,9.1,0.77,Wet,True
188.0,38.2,28.7,16.9,9.2,0.76,Wet,True
137.0,40.7,27.7,17.7,4.8,0.83,Wet,True
195.9,28.9,9.4,23.6,3.8,0.83,Dry,True
123.0,33.0,19.4,15.2,1.4,0.80,Dry,True
126.7,30.7,4.8,22.6,2.7,0.88,Wet,True
95.2,42.3,0.6,17.4,9.8,0.85,Dry,True
119.1,43.9,3.9,16.8,3.4,0.86,Wet,False
54.5,29.5,14.5,17.3,3.2,0.68,Wet,False
55.2,44.0,6.1,22.1,5.8,0.99,Dry,False
130.6,44.1,15.2,20.2,3.1,0.61,Dry,False
148.9,44.2,4.7,17.8,9.6,0.80,Wet,False
77.1,41.4,22.7,15.4,7.9,0.89,Dry,False
173.2,29.5,16.2,20.0,1.3,0.71,Dry,True
124.6,39.5,26.4,21.6,9.1,0.98,Wet,True
199.6,44.7,21.1,16.6,5.8,0.93,Dry,False
52.2,40.1,28.0,24.3,9.7,0.94,Wet,True
92.6,37.3,4.4,21.7,4.8,0.76,Wet,True
134.3,33.3,1.5,17.4,5.5,0.82,Dry,True
68.8,26.4,26.7,18.3,5.0,0.97,Wet,True
87.5,41.0,13.4,22.8,6.1,0.96,Dry,True
59.1,41.6,26.0,21.8,6.1,0.58,Dry,False
74.9,27.5,6.8,19.9,6.8,0.96,Dry,True
127.8,25.3,16.3,21.5,9.2,0.56,Dry,False
197.5,37.8,8.2,23.6,6.8,0.86,Dry,True
61.2,25.5,26.2,15.4,8.6,0.51,Wet,True
132.4,32.6,28.9,16.0,5.6,0.89,Wet,True
154.6,40.2,18.5,21.0,3.5,0.84,Wet,False
190.5,36.5,3.4,16.2,3.7,0.84,Wet,True
166.4,44.7,29.5,21.8,4.9,0.78,Dry,False
178.7,26.5,17.9,15.4,1.9,0.75,Dry,False
91.0,39.8,1.5,21.8,2.4,0.53,Wet,True
63.0,39.4,9.3,23.0,3.5,0.73,Dry,True
141.4,26.3,20.7,23.6,1.1,0.51,Wet,False
86.6,32.7,18.8,15.9,4.6,0.63,Wet,True
64.1,27.2,22.7,17.6,5.1,0.56,Dry,False
58.3,31.1,22.1,24.4,3.5,0.98,Dry,False
145.5,29.8,23.7,23.1,9.4,0.90,Wet,True
165.2,28.0,8.8,15.4,8.0,0.70,Dry,False
194.1,38.1,3.2,23.2,5.2,0.67,Dry,True
71.6,30.1,17.2,21.3,4.7,0.57,Wet,True
70.6,26.0,26.9,19.6,9.1,0.93,Dry,False
154.0,43.9,4.4,23.9,2.2,0.95,Wet,True
127.2,44.6,27.1,15.8,4.2,0.57,Dry,False
112.8,40.4,22.8,16.6,0.3,0.63,Dry,False
184.3,36.0,19.6,23.1,9.0,0.90,Dry,True
116.0,43.2,15.6,24.4,3.5,0.87,Dry,False
188.5,36.3,22.2,24.2,4.2,0.98,Wet,True
193.3,35.6,29.9,23.1,6.3,0.55,Wet,True
92.2,33.6,25.1,21.0,5.0,0.82,Wet,False
75.9,32.1,18.8,17.1,4.0,0.72,Wet,True
156.5,43.8,11.3,24.1,6.6,0.62,Dry,True
83.2,41.3,2.3,18.3,7.8,0.95,Wet,True
60.2,25.7,6.4,15.5,8.0,1.00,Wet,False
82.2,25.9,7.5,16.5,8.8,0.72,Wet,True
141.3,38.1,11.6,21.4,5.1,0.56,Wet,False
114.5,26.7,6.6,21.6,1.7,0.90,Wet,False
74.3,35.6,3.5,23.2,7.9,0.58,Wet,True
175.5,43.1,3.8,19.2,6.4,0.85,Wet,True
80.8,34.6,22.5,23.9,2.6,0.66,Wet,True
124.1,28.8,4.1,15.5,5.3,0.69,Dry,True
51.0,32.2,3.2,19.5,0.6,0.92,Dry,True
167.8,40.8,20.0,18.3,2.9,0.71,Dry,True
95.6,25.5,17.9,15.9,1.0,0.53,Dry,True
94.5,40.9,6.7,21.5,3.2,0.82,Wet,True
119.4,29.4,4.4,21.3,6.7,0.69,Dry,True
167.8,36.6,6.6,19.3,2.0,0.94,Wet,True
134.0,30.1,27.6,21.4,9.6,0.67,Dry,True
55.4,39.0,18.8,21.1,1.8,0.89,Dry,True
154.8,38.0,5.1,22.5,3.8,0.53,Wet,True
64.1,37.2,19.0,16.9,1.9,0.89,Dry,True
188.7,38.4,18.7,21.6,6.6,0.53,Wet,True
80.1,32.2,21.2,22.8,5.3,0.61,Dry,False
174.8,25.9,28.7,15.9,4.0,0.87,Dry,False
104.0,41.4,20.2,21.7,7.5,0.56,Dry,False
103.3,42.5,8.5,21.8,4.6,0.63,Dry,True
125.8,39.0,7.0,17.2,3.0,0.65,Dry,True
136.3,30.8,5.7,15.7,6.3,0.83,Wet,True
63.8,31.3,5.1,22.4,8.4,0.63,Wet,False
98.0,28.8,28.5,19.3,1.3,0.65,Dry,False
120.3,32.4,17.5,16.7,6.4,0.72,Wet,True
177.7,27.0,1.0,17.8,3.3,0.76,Wet,True
190.9,27.4,9.8,18.7,4.2,0.71,Wet,True
130.4,35.7,8.4,19.4,0.4,0.64,Wet,True
153.9,36.6,20.8,19.4,6.0,0.72,Dry,True
86.5,32.1,2.7,15.4,2.5,0.75,Dry,True
191.1,42.6,27.4,15.5,0.4,0.52,Dry,False
73.3,35.6,12.9,19.4,4.6,0.70,Wet,True
172.6,37.0,27.0,21.9,3.6,0.54,Dry,False
165.2,36.7,13.9,20.8,2.0,0.63,Wet,True
117.7,36.2,5.1,16.2,7.2,0.76,Wet,True
77.0,36.2,7.2,23.1,6.8,0.99,Dry,True
105.1,33.0,6.1,21.6,3.6,0.88,Wet,True
66.0,43.2,14.3,21.5,9.2,0.87,Wet,False
69.2,31.0,1.7,25.0,5.7,0.55,Dry,False
71.5,36.6,12.5,16.0,4.3,0.86,Wet,False
103.3,28.3,11.5,20.0,7.9,0.73,Dry,True
106.1,28.4,20.3,22.3,6.0,0.57,Wet,True
50.6,32.8,2.8,20.8,2.1,0.68,Wet,True
188.3,27.5,7.6,25.0,1.2,0.97,Dry,True
171.2,44.0,9.1,18.2,0.7,0.53,Dry,False
54.6,44.5,26.2,21.4,3.8,0.63,Dry,True
190.7,31.1,6.5,18.9,7.5,0.91,Wet,True
113.2,26.8,27.3,23.3,7.1,0.83,Wet,True
100.1,39.7,1.4,18.6,3.8,0.78,Dry,True
108.0,29.2,13.3,21.9,6.0,0.75,Dry,False
54.6,33.0,20.0,24.2,6.7,0.69,Dry,True
85.8,42.4,8.3,20.8,3.2,0.75,Wet,True
125.5,38.1,13.2,24.5,0.4,0.64,Dry,True
192.2,35.4,29.5,20.7,2.0,0.81,Dry,False
188.5,25.6,0.8,20.6,9.4,0.62,Dry,True
193.6,41.5,29.9,24.9,0.5,0.66,Dry,False
130.8,27.0,29.3,16.4,8.9,0.64,Wet,True
190.4,30.4,20.6,20.4,8.2,0.72,Dry,True
169.5,39.5,6.9,24.7,9.7,0.85,Dry,True
82.4,29.2,11.9,15.5,6.7,0.96,Wet,True
103.0,27.1,24.5,21.3,3.1,0.60,Dry,False
131.5,27.6,6.2,17.3,8.9,0.75,Dry,True
124.1,28.1,2.7,17.0,1.4,0.79,Dry,False
112.7,29.1,5.7,17.7,0.1,0.93,Wet,False
185.1,39.8,26.4,21.1,1.0,0.76,Wet,True
66.4,39.9,16.9,18.1,2.6,0.88,Wet,True
136.2,28.5,0.3,23.4,3.3,0.89,Wet,True
101.2,41.0,2.9,15.6,9.6,0.81,Wet,True
124.5,29.6,13.1,23.4,1.3,0.89,Wet,True
195.4,42.8,16.3,17.3,3.6,0.73,Dry,True
65.5,38.2,14.8,17.7,6.2,0.71,Wet,True
178.0,26.1,28.0,23.6,1.9,0.55,Wet,True
75.3,30.9,16.8,18.6,8.4,0.50,Wet,True
92.5,44.8,20.2,23.6,0.5,0.61,Wet,True
139.6,44.6,20.4,17.7,3.0,0.76,Dry,False
186.9,28.1,2.0,15.5,5.7,0.73,Dry,True
119.0,27.4,28.7,23.3,1.2,0.98,Dry,False
100.0,27.7,11.0,16.6,1.8,0.75,Wet,True
147.2,37.7,2.3,22.9,2.9,0.71,Dry,True
198.3,30.6,14.0,18.3,2.5,0.78,Dry,True
184.7,29.7,15.5,16.4,7.6,0.63,Dry,True
111.0,42.1,23.8,18.7,9.7,0.66,Dry,True
51.6,44.1,8.5,24.8,3.6,0.79,Dry,True
139.5,35.5,5.5,20.0,3.2,0.52,Dry,False
132.1,33.1,24.8,21.6,3.3,0.73,Dry,False
199.8,27.1,17.7,15.6,4.6,0.77,Dry,True
107.7,34.4,21.6,21.2,7.1,0.92,Wet,True
194.7,38.5,10.5,20.6,5.4,0.97,Wet,False
108.2,25.2,13.2,23.2,3.5,0.85,Dry,False
77.8,34.2,18.3,18.2,9.2,0.98,Dry,False
119.1,35.5,10.9,17.9,1.4,0.52,Dry,True
96.5,39.6,23.6,22.5,9.5,0.66,Wet,False
154.8,43.9,6.3,20.1,5.6,0.55,Dry,True
171.9,30.2,17.1,18.1,6.2,0.69,Wet,True
105.1,37.8,7.6,21.0,8.0,0.86,Wet,True
161.3,28.7,4.8,20.7,7.6,0.80,Dry,True
195.4,32.3,11.4,19.6,6.7,0.97,Dry,True
189.3,45.0,1.1,22.0,7.3,0.71,Dry,True
101.3,27.3,24.6,23.9,5.7,0.83,Dry,False
60.0,27.0,12.1,20.0,2.2,0.67,Wet,False
143.7,41.8,27.4,16.9,6.6,0.59,Dry,False
188.2,36.2,13.1,24.4,3.5,0.93,Dry,True
97.4,37.4,12.7,17.4,9.4,0.79,Dry,False
123.1,36.7,24.2,16.2,3.1,0.98,Dry,False
81.5,27.3,20.5,17.3,5.7,0.75,Dry,True
84.8,25.7,14.1,18.7,0.1,0.88,Wet,True
144.8,36.6,5.0,22.5,5.3,0.66,Dry,True
198.0,27.4,8.2,20.5,1.1,0.69,Dry,True
120.9,33.2,9.3,17.5,8.9,0.90,Dry,True
149.5,31.6,23.1,23.5,3.9,0.75,Dry,False
183.3,44.3,3.6,20.8,0.8,0.91,Dry,True
196.2,28.1,9.9,22.4,10.0,0.82,Wet,True
80.7,33.6,10.5,19.3,5.9,0.59,Dry,True
181.2,43.1,2.4,20.6,3.4,0.68,Wet,False
137.2,31.9,10.0,21.8,7.4,0.68,Dry,True
72.1,38.1,24.5,16.3,7.4,0.93,Wet,False
196.1,35.4,15.1,17.4,4.7,0.73,Wet,True
119.2,25.0,2.0,17.4,2.2,0.63,Dry,True
60.6,25.2,15.4,22.3,7.9,0.58,Wet,True
135.9,30.3,23.3,20.6,2.1,0.77,Wet,True
61.3,43.9,8.4,21.8,8.6,0.91,Dry,True
140.7,29.6,6.4,17.4,2.7,0.70,Wet,True
161.7,37.1,10.3,22.2,7.7,0.77,Wet,True
122.7,25.8,21.1,23.0,3.9,0.54,Dry,False
115.3,25.8,13.9,18.3,6.6,0.79,Wet,True
79.1,35.4,20.8,18.8,3.5,0.54,Dry,True
66.9,29.2,28.2,23.4,7.9,0.71,Wet,True
175.1,43.4,21.7,15.9,3.4,0.92,Dry,False
78.5,40.7,25.7,16.0,8.2,0.81,Wet,True
85.5,26.4,19.2,22.1,7.1,0.87,Dry,False
58.6,41.2,18.2,19.1,2.2,0.54,Wet,True
94.0,29.8,2.1,18.4,6.7,0.69,Dry,True
132.1,38.8,28.9,17.1,3.0,0.94,Wet,True
86.8,33.0,18.1,16.5,0.1,0.53,Dry,True
115.2,26.2,10.9,23.9,4.6,0.85,Dry,False
74.5,39.1,0.5,23.0,8.2,0.75,Dry,True
185.4,25.6,28.7,17.9,3.5,0.67,Dry,False
186.2,30.8,5.8,16.2,2.8,0.88,Wet,True
61.6,42.8,19.9,19.4,1.9,0.84,Dry,True
189.2,33.9,22.7,17.8,3.3,0.84,Dry,False
118.5,33.0,7.2,18.9,4.9,0.81,Dry,True
191.2,35.9,8.3,19.6,4.3,0.52,Wet,True
130.3,25.9,28.4,23.6,4.2,0.93,Wet,True
90.2,26.4,26.7,23.1,6.9,0.74,Wet,True
126.1,38.6,16.1,22.2,4.2,0.82,Wet,True
191.1,31.0,14.8,17.8,9.7,0.78,Dry,True
169.9,44.3,15.1,24.2,1.3,0.82,Dry,True
56.6,44.3,2.0,19.7,6.1,0.80,Dry,False
190.5,27.3,28.5,16.9,4.1,0.61,Dry,False
179.3,39.7,29.6,15.7,0.5,0.97,Dry,False
90.4,33.2,15.7,24.2,4.6,0.78,Dry,True
187.6,41.4,21.5,23.5,8.8,0.60,Wet,True
149.0,25.7,17.4,23.1,4.9,0.80,Dry,False
188.0,40.0,13.3,18.1,2.8,0.94,Wet,True
56.1,42.6,11.1,15.2,2.1,0.74,Wet,True
181.0,39.1,18.5,21.8,9.2,0.95,Wet,True
112.9,33.8,22.8,24.0,3.4,0.51,Wet,False
164.7,42.1,26.7,16.0,9.5,0.67,Dry,False
161.2,26.0,13.4,23.4,4.0,0.64,Wet,False
188.4,41.9,10.9,22.1,1.4,0.81,Wet,True
158.4,27.1,28.2,17.4,0.6,0.70,Dry,False
109.5,31.2,17.7,23.4,5.2,0.95,Dry,True
83.8,27.5,29.4,24.5,0.0,0.83,Dry,False
178.8,42.5,23.2,20.3,9.9,0.59,Wet,True
141.7,37.9,23.2,20.2,9.4,0.74,Dry,False
75.3,32.1,13.4,19.4,6.2,0.72,Wet,False
190.1,43.5,6.1,20.6,6.6,0.56,Wet,True
187.6,31.3,28.3,16.3,6.3,0.63,Wet,True
85.6,43.9,7.4,23.1,3.0,0.97,Wet,True
157.1,25.8,20.8,18.1,0.5,0.87,Wet,True
162.3,38.7,6.6,21.9,1.4,0.50,Dry,True
69.6,37.8,0.8,17.1,1.8,0.71,Dry,True
180.3,36.5,20.2,20.1,2.7,0.82,Dry,False
100.5,36.9,26.4,19.3,4.0,0.97,Dry,False
171.4,33.3,17.7,22.3,2.8,0.59,Dry,True
109.9,43.0,7.5,20.8,0.1,0.79,Dry,True
87.8,42.3,6.8,16.0,7.0,0.61,Wet,False
66.1,40.3,11.8,24.8,4.2,0.52,Wet,True
84.8,25.2,24.7,16.3,8.3,0.99,Wet,True
155.7,44.7,27.3,15.0,9.3,0.82,Wet,True
50.2,30.0,29.0,16.9,7.1,0.58,Wet,True
151.4,38.4,13.6,16.1,6.1,0.57,Wet,True
75.4,34.7,11.6,16.3,8.3,0.53,Dry,True
196.8,36.0,15.9,20.2,5.0,0.94,Wet,False
75.8,31.5,12.6,24.3,2.2,0.88,Dry,True
176.2,28.0,2.8,16.3,3.2,0.98,Wet,True
152.7,35.2,13.4,21.9,4.6,0.85,Wet,True
131.6,25.6,0.1,17.7,10.0,0.95,Wet,True
149.9,36.2,6.5,20.8,8.9,0.79,Wet,False
65.5,25.3,11.4,24.1,5.1,0.88,Dry,False
64.5,43.6,17.8,24.3,3.5,0.57,Dry,True
183.3,36.3,26.4,19.7,3.8,0.52,Dry,False
58.0,34.9,0.9,21.3,0.8,0.92,Dry,True
196.2,28.5,26.0,16.1,7.4,0.72,Dry,False
174.5,25.1,24.9,22.3,3.0,0.75,Wet,True
109.6,35.5,4.3,19.2,4.8,0.60,Dry,True
187.3,41.1,22.2,20.5,3.8,0.57,Wet,True
113.1,29.7,21.3,21.6,9.5,0.71,Wet,False
191.8,33.1,6.0,25.0,7.0,0.93,Dry,True
86.0,35.8,26.3,23.1,6.9,0.87,Wet,True
115.8,28.7,23.8,16.4,6.1,0.70,Dry,True
178.1,25.8,12.3,18.4,9.5,0.64,Dry,True
90.1,32.2,6.5,15.2,2.2,0.90,Wet,True
96.5,28.9,15.2,22.7,4.4,0.85,Dry,True
74.4,34.1,22.2,20.5,9.8,0.97,Wet,True
104.0,41.7,28.8,17.3,8.0,0.88,Dry,False
52.7,36.2,23.5,20.7,3.7,0.72,Dry,False
70.1,40.9,4.6,21.5,2.3,0.58,Dry,True
160.7,33.2,19.2,17.2,4.2,1.00,Dry,False
174.4,35.4,26.5,24.8,2.5,0.74,Wet,True
58.4,38.3,29.9,22.8,6.2,0.79,Dry,False
79.4,35.1,11.1,16.3,9.2,0.89,Dry,True
151.3,42.0,3.7,20.6,7.7,0.63,Dry,True
145.6,37.6,15.8,17.8,1.8,0.75,Wet,True
182.8,35.2,8.6,20.4,5.3,0.51,Wet,True
70.8,31.5,27.3,23.8,9.7,0.53,Wet,True
197.9,43.2,26.1,22.6,4.3,0.89,Wet,True
147.4,32.4,25.6,18.0,3.0,0.81,Dry,False
98.5,27.2,6.7,21.7,0.8,0.77,Dry,True
119.0,44.8,12.0,16.3,5.3,0.97,Wet,True
77.5,26.2,8.4,24.2,2.8,0.53,Dry,False
115.2,29.6,11.8,15.5,4.9,0.98,Dry,False
115.9,39.8,27.8,20.3,8.4,0.76,Dry,False
175.4,37.6,9.6,24.6,4.3,0.72,Dry,True
82.3,30.3,3.8,18.3,9.9,0.66,Wet,True
82.6,35.4,8.2,24.5,3.1,0.67,Dry,True
73.9,32.1,19.4,21.4,4.4,0.65,Wet,True
191.9,37.3,14.3,20.1,1.9,0.53,Wet,False
155.2,37.6,20.1,17.3,8.3,0.60,Wet,True
99.8,25.8,9.9,15.5,5.3,0.58,Dry,False
170.7,32.8,2.9,18.4,0.3,0.75,Dry,False
113.7,42.3,27.2,18.1,9.8,0.61,Dry,False
59.2,44.5,22.2,24.1,9.6,0.63,Dry,False
160.3,26.6,27.1,18.3,6.7,0.50,Dry,False
101.6,25.7,14.2,15.2,10.0,0.74,Wet,True
100.0,43.9,7.2,20.2,0.2,0.94,Dry,True
80.5,41.1,18.3,20.6,4.5,0.76,Wet,True
188.4,26.9,20.5,24.8,8.3,0.91,Dry,False
169.5,35.2,28.3,15.0,7.8,0.90,Wet,True
159.0,28.4,27.9,17.7,4.2,0.95,Wet,True
133.5,26.6,29.0,16.1,6.0,0.51,Wet,True
112.3,32.3,3.4,22.7,9.6,0.79,Wet,False
51.5,35.6,5.2,15.5,4.4,0.92,Dry,True
